order_id,order_date,order_customer_id,order_status
952,2023-10-23,105,delivered
953,2023-12-08,106,processing
954,2023-08-22,108,shipped
955,2023-10-18,107,shipped
956,2023-08-08,108,delivered
957,2023-05-05,104,delivered
958,2023-12-16,103,shipped
959,2023-06-14,109,shipped
960,2024-03-19,110,processing
961,2024-04-21,102,shipped
962,2023-05-17,106,delivered
963,2023-11-09,102,shipped
964,2023-11-29,107,shipped
965,2024-04-29,107,processing
966,2024-01-08,103,shipped
967,2023-07-25,106,processing
968,2023-12-17,103,shipped
969,2024-01-15,103,delivered
970,2024-04-24,108,delivered
971,2024-04-24,101,delivered
972,2023-10-27,106,shipped
973,2024-01-15,104,processing
974,2023-06-16,108,processing
975,2024-04-25,101,shipped
976,2023-12-03,104,processing
977,2023-10-09,108,processing
978,2023-05-18,106,shipped
979,2023-12-13,107,processing
980,2023-05-03,105,delivered
981,2023-11-08,102,delivered
982,2023-10-24,106,delivered
983,2024-03-14,110,processing
984,2023-10-25,109,shipped
985,2024-04-18,109,processing
986,2024-02-23,109,delivered
987,2023-12-15,105,delivered
988,2023-12-19,105,delivered
989,2024-03-28,109,shipped
990,2023-07-12,106,shipped
991,2023-09-01,106,delivered
992,2023-11-02,110,shipped
993,2024-05-01,103,shipped
994,2023-08-20,104,shipped
995,2023-08-29,108,processing
996,2023-06-23,104,shipped
997,2023-06-29,109,delivered
998,2023-11-01,104,shipped
999,2023-05-18,107,shipped
1000,2023-06-05,103,processing
